Opstillingskreds;Afstemningsområde;Partibogstav;Partinavn;Navn;Stemmetal
1. Sønderborg;2. Havnbjerg;B;Radikale Venstre;Lasse Skov Ovesen;0
1. Sønderborg;2. Havnbjerg;B;Radikale Venstre;Lotte Rod;4
1. Sønderborg;2. Havnbjerg;B;Radikale Venstre;Anne Marie Geisler Andersen;1
1. Sønderborg;2. Havnbjerg;B;Radikale Venstre;Nils Sjøberg;1
1. Sønderborg;2. Havnbjerg;B;Radikale Venstre;Ole Lynggaard Jørgensen;0
1. Sønderborg;2. Havnbjerg;B;Radikale Venstre;Finn Hartvig Nielsen;0
1. Sønderborg;2. Havnbjerg;B;Radikale Venstre;Bjarne Lastein;0
1. Sønderborg;2. Havnbjerg;B;Radikale Venstre;Barbara Krarup Hansen;0
1. Sønderborg;2. Havnbjerg;B;Radikale Venstre;Nicholas Wentworth;0
1. Sønderborg;2. Havnbjerg;C;Det Konservative Folkeparti;Partiliste;24
1. Sønderborg;2. Havnbjerg;C;Det Konservative Folkeparti;Rasmus Elkjær Larsen;7
1. Sønderborg;2. Havnbjerg;C;Det Konservative Folkeparti;Dan Arnløv;0
1. Sønderborg;2. Havnbjerg;C;Det Konservative Folkeparti;Gitte Eriksen;5
1. Sønderborg;2. Havnbjerg;C;Det Konservative Folkeparti;Christina Foldager;2
1. Sønderborg;2. Havnbjerg;C;Det Konservative Folkeparti;Morten Trillingsgaard Høybye;0
1. Sønderborg;2. Havnbjerg;C;Det Konservative Folkeparti;Cecilie C. Johannsen;0
1. Sønderborg;2. Havnbjerg;C;Det Konservative Folkeparti;Frederik Bloch Münster;1
1. Sønderborg;2. Havnbjerg;C;Det Konservative Folkeparti;Gunver Birgitte Nielsen;1
1. Sønderborg;2. Havnbjerg;C;Det Konservative Folkeparti;Rasmus Sandvej;0
1. Sønderborg;2. Havnbjerg;C;Det Konservative Folkeparti;Jens Langer Schou;0
1. Sønderborg;2. Havnbjerg;C;Det Konservative Folkeparti;Christian Tarbensen;0
